Site ID,Site Name,Country,Architecture Type,Architecture Type_Ref,Architecture Type_Ext,Construction Period,Construction Period_Ref,Construction Period_Ext,Civilization,Civilization_Ref,Civilization_Ext,UNESCO Criteria,UNESCO Criteria_Ref,UNESCO Criteria_Ext,Mentioned Major Stone(s),Mentioned Major Stone(s)_Ref,Mentioned Major Stone(s)_Ext,Rock Class,Rock Class_Ref,Rock Class_Ext,Secondary Stone,Secondary Stone_Ref,Secondary Stone_Ext,Local Stone Name,Local Stone Name_Ref,Local Stone Name_Ext,Lithology,Lithology_Ref,Lithology_Ext,Geological Age,Geological Age_Ref,Geological Age_Ext,Formation,Formation_Ref,Formation_Ext,Colour,Colour_Ref,Colour_Ext,Texture,Texture_Ref,Texture_Ext,Minerals,Minerals_Ref,Minerals_Ext,Quarry,Quarry_Ref,Quarry_Ext,Quarry Country,Quarry Country_Ref,Quarry Country_Ext,Local vs Imported,Local vs Imported_Ref,Local vs Imported_Ext,Transport Distance,Transport Distance_Ref,Transport Distance_Ext,Structural Use,Structural Use_Ref,Structural Use_Ext,Decorative Use,Decorative Use_Ref,Decorative Use_Ext,Masonry Technique,Masonry Technique_Ref,Masonry Technique_Ext,Weathering,Weathering_Ref,Weathering_Ext,Replacement Stone,Replacement Stone_Ref,Replacement Stone_Ext,Restoration,Restoration_Ref,Restoration_Ext,Condition,Condition_Ref,Condition_Ext,UNESCO Mention,Other references
1003.0,Longmen Grottoes,China,"Layout, Plan, Tang Dynasty, Traditional",Internal (DS/OUV),,Late 5th century to mid-8th century (Late Northern Wei & Tang Dynasties),Internal (DS/OUV),,Late Northern Wei Dynasty and Tang Dynasty,Internal (DS/OUV),,"(i) to represent a masterpiece of human creative genius; | (ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;",Internal (DS/OUV),,Limestone,Internal (DS/OUV),,Sedimentary Rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Local (Carved directly into steep limestone cliffs on-site),Internal (DS/OUV),,,,,"Rock-cut caves, niches, and stupas carved into steep cliffs",Internal (DS/OUV),,"Relief carvings, stone statues, steles, and inscriptions",Internal (DS/OUV),,Stone carving / Rock-cut architecture,Internal (DS/OUV),,,,,,,,"Environmental monitoring, conservation materials, and deterioration control measures under ""The Conservation Plan of the Longmen Grottoes""",Internal (DS/OUV),,Good,,,Yes,
131.0,City of Valletta,Malta,skipped,,,,,,,,,"(i) to represent a masterpiece of human creative genius; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
1442.0,Silk Roads: the Routes Network of Chang'an-Tianshan Corridor,"China,Kazakhstan,Kyrgyzstan","Capital cities, palace complexes, Buddhist cave temples, posthouses, passes, beacon towers, sections of the Great Wall, fortifications, tombs, stupas/pagodas, caravanserai, semi-underground buildings",Internal (DS/OUV),,2nd century BC to 16th century AD (flourished 6th to 14th century AD),Internal (DS/OUV),,"Han and Tang Dynasties (China), Sogdians, Turks, Khan Kingdoms, Zhetysu region empires",Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",Internal (DS/OUV),,Loess; unbaked/exposed mud brick (in Zhetysu region),Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,,,,Loess,,,,,,Quaternary (Loess Plateau deposits),Internal (DS/OUV),,,,,,,,"Fine-grained, wind-blown silt (Loess)",Internal (DS/OUV),,,,,,,,"China, Kazakhstan, Kyrgyzstan",Internal (DS/OUV),,"Local (Loess plateau soils, clay/mud bricks sourced on-site)",Internal (DS/OUV),,,,,"Earthen walls, subterranean structures, cave temple excavations, beacon towers, earthen fortifications, foundations",Internal (DS/OUV),,Relief carvings and statues in Buddhist cave temples,Internal (DS/OUV),,"Rammed earth (hangtu), carved cave-temple rock-cut masonry, unbaked mud-brick masonry",Internal (DS/OUV),,"High vulnerability to water/wind erosion, severe atmospheric deterioration on exposed earth/brick structures",Internal (DS/OUV),,,,,Backfilling and earth covering of exposed brick structures (Zhetysu region); traditional-style screen wall interventions,Internal (DS/OUV),,Poor,,,Yes,
246.0,"Sun Temple, Konârak",India,skipped; bvhp,,,,,,,,,"(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
1067.0,Historic Centres of Stralsund and Wismar,Germany,skipped,,,,,,,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
87.0,Ancient Thebes with its Necropolis,Egypt,skipped; but very highly possible,,,,,,,,,"(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
574.0,Historic Town of Sukhothai and Associated Historic Towns,Thailand,skipped; bvhp,,,,,,,,,(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
113.0,Tchogha Zanbil,Iran (Islamic Republic of),skipped,,,,,,,,,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
944.0,Mountain Railways of India,India,skipped;,,,,,,,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
37.0,Archaeological Site of Carthage,Tunisia,ouv absent; bvhp,,,,,,,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
794.0,Dougga / Thugga,Tunisia,ouv issue; bhp,,,,,,,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
560.0,"Archaeological Zone of Paquimé, Casas Grandes",Mexico,"Earthen architecture, residential buildings/structures, ceremonial monuments with masonry coatings, facades with porticos",Internal (DS/OUV),,Development: 700–1475 AD (Apogee: 14th and 15th centuries),Internal (DS/OUV),,Paquimé / Casas Grandes Culture (Pueblo & Mesoamerican influence),Internal (DS/OUV),,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,Adobe (unfired clay) as predominant material; Stone (unspecified) for specific uses,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Local (earthen/clay materials of the same nature and properties as the original),Internal (DS/OUV),,,,,"Living rooms, workshops, stores, residential walls, multi-story buildings, ceremonial monuments",Internal (DS/OUV),,"Architectural finishes, T-shaped doors, facades with porticos",Internal (DS/OUV),,"Earthen architecture with masonry coatings, lining of pits with stone",Internal (DS/OUV),,Decay due to natural weathering and exposure,Internal (DS/OUV),,,,,Re-rendering original walls with earthen materials of the same nature as a sacrificial layer,Internal (DS/OUV),,Good,,,No,
1568.0,Sassanid Archaeological Landscape of Fars Region,Iran (Islamic Republic of),skipped,,,,,,,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
97.0,Historical Complex of Split with the Palace of Diocletian,Croatia,skipped; ouv absent,,,,,,,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
1418.0,"Fujisan, sacred place and source of artistic inspiration",Japan,"Edo Period, Building, Design, Monument, Plan",Internal (DS/OUV),,11th century to 19th century (Edo period); formalized pilgrimage practices from 12th/17th–18th century,Internal (DS/OUV),,Japanese (Shintoism and Ascetic Buddhism / Fuji-ko societies),Internal (DS/OUV),,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",Internal (DS/OUV),,features from Lava,Internal (DS/OUV),,Igneous Rock,Internal (DS/OUV),,,,,,,,Volcanic lava / Lava flows (forming lava tree moulds and stratovolcano structure),Internal (DS/OUV),,,,,Stratovolcano (solitary conical volcano formed by eruptions and lava flows),Internal (DS/OUV),,,,,,,,,,,,,,Japan (Local volcanic products),Internal (DS/OUV),,Local,Internal (DS/OUV),,,,,"Arch, Base, Shrine, Wall, Crater Rim / Barrier structures",Internal (DS/OUV),,,,,,,,Erosion caused by visitors and water,Internal (DS/OUV),,,,,Periodic renewal of shrines (20-year or 60-year cycle); path stabilization,,,Good,,,Yes,
703.0,"Mountain Resort and its Outlying Temples, Chengde",China,skipped; bp,,,,,,,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
886.0,State Historical and Cultural Park “Ancient Merv”,Turkmenistan,skipped; bvvvhp,,,,,,,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
1226.0,Stone Circles of Senegambia,"Gambia,Senegal","Building, Construction, Monument, Monumental, Plan, Traditional (Pillar)",Internal (DS/OUV),,3rd century BC to 16th century AD (burials dating between 1st and 2nd millennia AD / 927–1305 AD),Internal (DS/OUV),,"Prosperous, highly organized, and lasting West African society",Internal (DS/OUV),,(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,Internal (DS/OUV),,Laterite,Internal (DS/OUV),,Sedimentary Rock,,,,,,,,,"Laterite pillars / monoliths (cylindrical or polygonal, finely carved)",Internal (DS/OUV),,,,,,,,,,,"Finely carved, cylindrical or polygonal pillars",Internal (DS/OUV),,,,,Quarry located ~1 km east of Sine Ngayene (sources of around 150 stones traced),Internal (DS/OUV),,Senegal,Internal (DS/OUV),,Local (extracted from nearby quarries),Internal (DS/OUV),,~1 km (from nearby quarries),Internal (DS/OUV),,"Standing monoliths, pillars, circles, bifid/lyre frontal stones",Internal (DS/OUV),,Individual stones finely carved; ornamentation/cross-pieces,Internal (DS/OUV),,"Extracted using iron tools, skilfully shaped into cylindrical or polygonal pillars",Internal (DS/OUV),,Minimal disturbances; minimal human or natural interventions noted,Internal (DS/OUV),,,,,Excavated sites subsequently back-filled; minimal disturbance,Internal (DS/OUV),,Excellent,,,Yes,
1694.0,Wooden Hypostyle Mosques of Medieval Anatolia,Türkiye,skipped,,,,,,,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
22.0,Ancient City of Bosra,Syrian Arab Republic,skipped; bvhp,,,,,,,,,"(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
401.0,Old Village of Hollókő and its Surroundings,Hungary,skipped; bvhp,,,,,,,,,"(v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
543.0,Itchan Kala,Uzbekistan,skipped; but very very highly posible,,,,,,,,,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
753.0,Medina of Essaouira (formerly Mogador),Morocco,skipped; bhp,,,,,,,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
1022.0,Tombs of Buganda Kings at Kasubi,Uganda,skipped; bp,,,,,,,,,"(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
604.0,Historic Monuments of Novgorod and Surroundings,Russian Federation,skipped; bp,,,,,,,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
32.0,Wieliczka and Bochnia Royal Salt Mines,Poland,"Monument, Plan, Structure",Internal (DS/OUV),,13th century to 20th century,Internal (DS/OUV),,Medieval to Modern Polish / European Industrial,Internal (DS/OUV),,"(iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,Rock Salt,Internal (DS/OUV),,Sedimentary Rock,,,,,,,,,,,,,,,,,,,,,,,,Halite (Rock Salt),Internal (DS/OUV),,In-situ underground deposit (Wieliczka and Bochnia deposit),Internal (DS/OUV),,Poland,Internal (DS/OUV),,Local (Extracted directly on site),Internal (DS/OUV),,,,,"Underground galleries, shafts, chapels, workshops, storehouses, Saltworks Castle",Internal (DS/OUV),,"Altars, statues, and decorative elements sculpted directly into rock salt",Internal (DS/OUV),,Rock-cut subterranean excavation and salt sculpting,Internal (DS/OUV),,,,,,,,Long-term programme of stabilization of abandoned galleries and targeted gallery conservation,Internal (DS/OUV),,Good,,,Yes,
1499.0,Antigua Naval Dockyard and Related Archaeological Sites,Antigua and Barbuda,skipped; bvvvvhp,,,,,,,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
353.0,Chaco Culture,United States of America,"Multi-storey ""great houses"", public and ceremonial buildings, kivas",Internal (DS/OUV),,Mid-9th to early 13th centuries (Height: ~1020–1110),Internal (DS/OUV),,Pre-Columbian / Ancestral Pueblo (Chacoan society),Internal (DS/OUV),,(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,Internal (DS/OUV),,Sandstone,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Walls standing more than five storeys tall,Internal (DS/OUV),,,,,Coursemasonry with sandstone and mud mortar,Internal (DS/OUV),,,,,,,,"Partial site reburial, fencing, patrolling, and stabilization",Internal (DS/OUV),,Good,,,Yes,
1091.0,Complex of Koguryo Tombs,Democratic People's Republic of Korea,skipped; bvvvhp,,,,,,,,,"(i) to represent a masterpiece of human creative genius; | (ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
314.0,"Alhambra, Generalife and Albayzín, Granada",Spain,skipped; bvvvhp,,,,,,,,,"(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
1136.0,Luis Barragán House and Studio,Mexico,skipped;,,,,,,,,,"(i) to represent a masterpiece of human creative genius; | (ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
168.0,Speyer Cathedral,Germany,skipped; bvhp,,,,,,,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
1594.0,Jodrell Bank Observatory,United Kingdom of Great Britain and Northern Ireland,skipped;,,,,,,,,,"(i) to represent a masterpiece of human creative genius; | (ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
275.0,"Jesuit Missions of the Guaranis: San Ignacio Mini, Santa Ana, Nuestra Señora de Loreto and Santa Maria Mayor (Argentina), Ruins of Sao Miguel das Missoes (Brazil)","Argentina,Brazil",skipped,,,,,,,,,"(iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
583.0,Fortress of Suomenlinna,Finland,skipped;,,,,,,,,,"(iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
1560.0,Caliphate City of Medina Azahara,Spain,skipped;,,,,,,,,,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
770.0,Canal du Midi,France,skipped;,,,,,,,,,"(i) to represent a masterpiece of human creative genius; | (ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
1621.0,Deer Stone Monuments and Related Bronze Age Sites,Mongolia,skipped; bvhp,,,,,,,,,(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
306.0,Matobo Hills,Zimbabwe,"Building, Indigenous, Monument, Plan, Structure, Traditional",Internal (DS/OUV),,"Early Stone Age, Stone Age, Iron Age (up to 500,000 years of occupation)",Internal (DS/OUV),,"Foraging/Hunter-gatherer societies (Stone Age), Agricultural societies (Iron Age)",Internal (DS/OUV),,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",Internal (DS/OUV),,Granite,Internal (DS/OUV),,Igneous Rock,,,"Granite batholiths, granite shield landforms",Internal (DS/OUV),,,,,,,,,,,,,,,,,Granitic / Massive rock landforms,Internal (DS/OUV),,,,,,,,,,,Local (natural rock formations and shelters in situ),Internal (DS/OUV),,,,,"Natural rock shelters, rock batholiths, shrines, terraces, walls",Internal (DS/OUV),,Rock art / Rock paintings on granite cave surfaces,Internal (DS/OUV),,Wooden palisade demarcating shrines; drystone/indigenous alignment (traditional human interaction rather than formal dressed masonry),Internal (DS/OUV),,"Natural weathering, soil erosion, and light visitor impact",Internal (DS/OUV),,,,,Linseed oil experimental application (1920s at Pomongwe Cave),Internal (DS/OUV),,Moderate,,,Yes,
1567.0,Funerary and memory sites of the First World War (Western Front),"Belgium,France",skipped,,,,,,,,,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
584.0,Petäjävesi Old Church,Finland,skipped,,,,,,,,,"(iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
1360.0,Nord-Pas de Calais Mining Basin,France,skipped; coal just mentioned not as building material,,,,,,,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,
750.0,"Ancient <I>Ksour</I> of Ouadane, Chinguetti, Tichitt and Oualata",Mauritania,skipped; bvhp,,,,,,,,,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
