Site ID,Site Name,Country,Architecture Type,Architecture Type_Ref,Architecture Type_Ext,Construction Period,Construction Period_Ref,Construction Period_Ext,Civilization,Civilization_Ref,Civilization_Ext,UNESCO Criteria,UNESCO Criteria_Ref,UNESCO Criteria_Ext,Mentioned Major Stone(s),Mentioned Major Stone(s)_Ref,Mentioned Major Stone(s)_Ext,Rock Class,Rock Class_Ref,Rock Class_Ext,Secondary Stone,Secondary Stone_Ref,Secondary Stone_Ext,Local Stone Name,Local Stone Name_Ref,Local Stone Name_Ext,Lithology,Lithology_Ref,Lithology_Ext,Geological Age,Geological Age_Ref,Geological Age_Ext,Formation,Formation_Ref,Formation_Ext,Colour,Colour_Ref,Colour_Ext,Texture,Texture_Ref,Texture_Ext,Minerals,Minerals_Ref,Minerals_Ext,Quarry,Quarry_Ref,Quarry_Ext,Quarry Country,Quarry Country_Ref,Quarry Country_Ext,Local vs Imported,Local vs Imported_Ref,Local vs Imported_Ext,Transport Distance,Transport Distance_Ref,Transport Distance_Ext,Structural Use,Structural Use_Ref,Structural Use_Ext,Decorative Use,Decorative Use_Ref,Decorative Use_Ext,Masonry Technique,Masonry Technique_Ref,Masonry Technique_Ext,Weathering,Weathering_Ref,Weathering_Ext,Replacement Stone,Replacement Stone_Ref,Replacement Stone_Ext,Restoration,Restoration_Ref,Restoration_Ext,Condition,Condition_Ref,Condition_Ext,UNESCO Mention,Other references
677.0,Baroque Churches of the Philippines,Philippines,Earthquake Baroque / Fortress Baroque (Peripheral Baroque),Internal (DS/OUV),,"16th – 18th centuries (Spanish Colonial Period)
",Internal (DS/OUV),,"Spanish Colonial Philippines (fusion of Spanish/European, Chinese, and native Philippine traditions)",Internal (DS/OUV),,,Internal (DS/OUV),,"Tuff (e.g., volcanic tuff/adobe), Coralline / Coralline Limestone, Brick",Internal (DS/OUV),,Igneous Rock,Internal (DS/OUV),,"Brick, Lime (mortar), Coral blocks",Internal (DS/OUV),,Adobe stone (volcanic tuff in Manila/Luzon); Coral stone / De capaza,Internal (DS/OUV),,"Volcanic Tuff, Biogenic Coralline Limestone, Clay Brick",Internal (DS/OUV),,,,,na,,,,,,"Porous, coarse-grained (coralline/tuffaceous)",,,"Calcite (limestone), Volcanic ash/feldspar/silicate minerals (tuff)",,,"Local coastal coral reefs and nearby river quarries (e.g., Meycauayan/Guadalupe tuff quarries)",External,,"Local coastal coral reefs and nearby river quarries (e.g., Meycauayan/Guadalupe tuff quarries)",Internal (DS/OUV),,Local,Internal (DS/OUV),,,,,"Load-bearing exterior walls, massive buttresses (contrafuertes), bell towers, stone barrel vaults",Internal (DS/OUV),,"High Baroque retablos (altars), volutes, pediment reliefs, carved facades, trompe-l'œil ceiling paintings",Internal (DS/OUV),,"Thick unreinforced block masonry consolidated with lime mortar
",Internal (DS/OUV),,"Environmental degradation and surface erosion due to time, tropical humidity, and salt air",,,,,,Careful governmental and tri-partite restoration using original materials to preserve integrity,,,Excellent,,,Yes,ICOMOS Advisory Body Evaluation; Presidential Decrees 260 & 375; RA 10066 (National Heritage Law)
789.0,Historic Centre of the City of Pienza,Italy,"Italian Renaissance, Late Gothic (interior of Cathedral)",Internal (DS/OUV),,Late 15th Century (began in 1459 under Pope Pius II),Internal (DS/OUV),,Italian Renaissance / Western Christian,Internal (DS/OUV),,,Internal (DS/OUV),,Travertine,,,Sedimentary Rock,,,,,,,,,,,,,,,,,,,,,,,, NA,,,,,,,,,,,,,,,"Load-bearing walls, columns, bell tower foundation, framing",Internal (DS/OUV),,"Herringbone square paving, facade details, capitals, mouldings",Internal (DS/OUV),,"Ashlar masonry, carved stone framing, herringbone paving",Internal (DS/OUV),,,,,,,,Programs ongoing since early 20th century in accordance with Restoration Charters,Internal (DS/OUV),,Good,Internal (DS/OUV),,Yes,https://www.mdpi.com/2571-9408/7/1/17
736.0,Seokguram Grotto and Bulguksa Temple,Republic of Korea,Buddhist Religious Architectural Complex / Artificial Stone Grotto & Wooden Temple on Stone Terraces,Internal (DS/OUV),,8th Century (Built circa 751–774 CE),Internal (DS/OUV),,Silla Kingdom (Silla Dynasty),Internal (DS/OUV),,,Internal (DS/OUV),,"Granite, White Granite",,,,Internal (DS/OUV),,,,,,,,,,,,,,,,,"Light gray to off-white (""White Granite"")",Internal (DS/OUV),,Equigranular to porphyritic masonry blocks and reliefs,Internal (DS/OUV),,,,,Mount Toham (Mount Tohamsan) quarries,Internal (DS/OUV),,Republic of Korea,Internal (DS/OUV),,Local (sourced directly from Mount Tohamsan),Internal (DS/OUV),,Short distance / Local site extraction (< 5 km),External,Inferred from Mount Toham location,"Artificial domed grotto, stone foundations, raised terraces, steps, and pagodas (Seokgatap and Dabotap)",Internal (DS/OUV),,"Monumental Buddha statue, high and low relief carvings (devas, bodhisattvas, disciples, guardians)",Internal (DS/OUV),,Dry-laid fine granite masonry; innovative dome construction using over 360 stone slabs and locking stones,Internal (DS/OUV),,"Moisture and condensation, mold/mildew/moss growth, acid rain, salty fogs, and atmospheric weathering",Internal (DS/OUV),,Concrete (used during 1913–1915 and 1960s restorations for protective outer domes),Internal (DS/OUV),,1913–1915 dismantle & concrete dome construction; 1960s dual concrete dome addition; wooden antechamber & glass barrier installation,Internal (DS/OUV),,Moderate,Internal (DS/OUV),,Yes,Official UNESCO World Heritage Dossier #736; ICOMOS Advisory Body Evaluation Document
704.0,Temple and Cemetery of Confucius and the Kong Family Mansion in Qufu,China,"Architectural, Monumental, Religious / Memorial Palace Complex",Internal (DS/OUV),,"478 BC to Jin, Ming, and Qing Dynasties",Internal (DS/OUV),,Ancient Chinese / Imperial China (Confucian Culture),Internal (DS/OUV),,,Internal (DS/OUV),,Ancient Chinese / Imperial China (Confucian Culture),Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,"Fine-grained, Carved / Relief",Internal (DS/OUV),,,,,,,,,,,,,,,,,"Dragon-wrapped columns, balusters, pillars, gate foundations",Internal (DS/OUV),,"Han stone reliefs, stone dragon carvings, stelae, memorial stone tablets",Internal (DS/OUV),,"High-relief carving, openwork carving, dressed stone ashlar",Internal (DS/OUV),,,,,,,,,,,Excellent,,,Yes,
116.0,Old Towns of Djenné,Mali,Traditional Earthen / Islamic Sub-Saharan (Sudano-Sahelian style featuring verticality and buttresses),Internal (DS/OUV),,"Inhabited since 250 B.C.; current architectural fabric dates from 15th–16th centuries (with Moroccan influences in 1591, Toucouleur in 1862, and Mosque reconstruction in 1906–1907)",Internal (DS/OUV),,Pre-Islamic / Islamic West African (Trans-Saharan trade period),Internal (DS/OUV),,,Internal (DS/OUV),,earth/mud brick,Internal (DS/OUV),,,,,Millstone; Scoria,,,,,,"Silt, clay, and alluvial sand (for sun-dried mud bricks / djénné ferey)",Internal (DS/OUV),,,,,,,,,,,"Fine-grained, argillaceous (mud/earth composition)",Internal (DS/OUV),,,,,Local floodplains (toguere) and marshes along the Bani/Niger Rivers,Internal (DS/OUV),,,Internal (DS/OUV),,Local,Internal (DS/OUV),,Very Short (< 5 km from surrounding floodplains),Internal (DS/OUV),,"Load-bearing mud brick walls, monumental pilasters, and vertical buttresses",Internal (DS/OUV),,"Façade relief motifs (potige), ancestral entrance archways, decorative pilasters",Internal (DS/OUV),,Djenné Ferey (traditional cylindrical or rectangular sun-dried mud bricks laid with earthen mortar and plaster),Internal (DS/OUV),,"Leaching, rainwater erosion, gullying from severe seasonal rains and floods",Internal (DS/OUV),,"Earthen plaster re-application (Crépissage), cement/fired bricks (noted as an aesthetic threat/modification)",Internal (DS/OUV),,Annual community plastering ritual (Crépissage de la Grande Mosquée); traditional masonry maintenance by the Barey Guild,Internal (DS/OUV),,Poor,Internal (DS/OUV),,Yes,
596.0,Villages with Fortified Churches in Transylvania,Romania,"Architectural, Building, Modern Movement (Fortified Churches, Castles, Towers, Palaces)",Internal (DS/OUV),,Late Middle Ages / 13th to 16th century,Internal (DS/OUV),,Transylvanian Saxons,Internal (DS/OUV),,,Internal (DS/OUV),,Flint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132.0,Megalithic Temples of Malta,Malta,Prehistoric monumental buildings / Megalithic temples,Internal (DS/OUV),,4th millennium BC and 3rd millennium BC,Internal (DS/OUV),,indigenous Neolithic civilization,External,,,Internal (DS/OUV),,"Coralline limestone, Globigerina limestone",,,Sedimentary Rock,,,,,,,,,"Hard coralline limestone, Soft globigerina limestone",,,,,,,,,,,,,,,,,,,,,,,,Locally available stone,Internal (DS/OUV),,,,,"External walls, sheltered interiors, orthostats (upright stone slabs), horizontal blocks, paved courts, corbelled roofs, horizontal beams",Internal (DS/OUV),,"Decorated features, panels decorated with drilled holes, bas-relief panels depicting spiral motifs, trees, plants, and animals",Internal (DS/OUV),,Megalithic masonry; upright stone slabs (orthostats) surmounted by horizontal blocks; corbelled roofing; external walls constructed in larger blocks set alternately face out and edge out with space between inner/outer walls filled with stones and earth,Internal (DS/OUV),,"Material and structural deterioration, erosion by natural and human causes, weathering",Internal (DS/OUV),,Cement (used for capping surviving blocks during historic restoration),Internal (DS/OUV),,"Moving decorated blocks indoors; capping surviving blocks with cement; lightweight, removable protective shelters/covers implemented",Internal (DS/OUV),,Good,Internal (DS/OUV),,Yes,
958.0,Walled City of Baku with the Shirvanshah's Palace and Maiden Tower,Azerbaijan,Skipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605.0,"Jaipur City, Rajasthan",India,Skipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633.0,White Monuments of Vladimir and Suzdal,Russian Federation,"Ecclesiastical / Religious and Public Monuments (Cathedral, Church, Monastery, Castle/Palace, Fortress/Kremlin, Golden Gate)",Internal (DS/OUV),,12th–13th centuries (with 16th–17th century reconstructions/additions),,,Ancient Russian Principality / North-East Rus,Internal (DS/OUV),,,Internal (DS/OUV),,White Limestone,Internal (DS/OUV),,Sedimentary Rock,,,,,,"White Stone (""white-stone architecture / structures"")",Internal (DS/OUV),,Limestone,,,,,,,,,White,Internal (DS/OUV),,Regular blocks,Internal (DS/OUV),,Lime (in white lime mortar),Internal (DS/OUV),,,,,,,,,,,,,,"Load-bearing stonework faced in regular blocks of white limestone (walls, cubic towers, naves, drums, apses)",Internal (DS/OUV),,"Carved reliefs, exterior wall reliefs, fine stone carvings (over a thousand stone carvings on King David theme)",Internal (DS/OUV),,"Stonework faced in regular blocks of white limestone, ashlar masonry style",Internal (DS/OUV),,Atmospheric and vehicle pollution affecting white stone facades,Internal (DS/OUV),,White stone (Used in traditional restoration),Internal (DS/OUV),,"Restoration using traditional techniques, old construction methods, and authentic materials (white stone, white lime, wood, metal)",Internal (DS/OUV),,Good,Internal (DS/OUV),,Yes,
1361.0,"Historic Jeddah, the Gate to Makkah",Saudi Arabia,"Multi-cultural Red Sea architectural tradition, characterized by imposing Roshan tower houses and lower houses, mosques, ribat-s, suqs, and small public squares.",Internal (DS/OUV),,"7th century AD / 7th century AH (established as port/gate), with major development of tower houses occurring in the late 19th century (especially post-1869 after the Suez Canal opening).",Internal (DS/OUV),,"Islamic / Arabian Red Sea cultural world (influenced by Indian Ocean trade routes and a cosmopolitan population of pilgrims and merchants from Asia, Africa, and the Middle East).",Internal (DS/OUV),,,Internal (DS/OUV),,Coral Stone,Internal (DS/OUV),,Sedimentary Rock,,,,,,Coral stone / Coral,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,Local (Red Sea coastal coral building traditions),Internal (DS/OUV),,,,,Coral stone/coral masonry used for constructing lower houses and tower houses (combined with embedded wooden beams).,Internal (DS/OUV),,Precious woodwork / Roshan wooden screens decorating facades (no stone decorative details mentioned).,Internal (DS/OUV),,"Coral masonry construction with embedded wooden beams; isolated, outward-oriented houses with specific technical devices for internal ventilation.",Internal (DS/OUV),,"Decay and deterioration of historic structures due to humidity, heat, abandonment, and squatting by poor immigrants.",Internal (DS/OUV),,,,,"Punctual restoration, stabilization, and revitalization projects aimed at nursing buildings back to life; minor maintenance on original masonries.",Internal (DS/OUV),,Good,,,Yes,
809.0,Episcopal Complex of the Euphrasian Basilica in the Historic Centre of Poreč,Croatia,"skipped
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537.0,"Monasteries of Daphni, Hosios Loukas and Nea Moni of Chios",Greece,"Middle Byzantine religious architecture (cross-in-square plan with octagonal central space under a dome, squinches, Katholikon)",Internal (DS/OUV),,Middle Byzantine period (11th and 12th centuries),Internal (DS/OUV),,Byzantine / Middle Byzantine,Internal (DS/OUV),,,Internal (DS/OUV),,Marble,Internal (DS/OUV),,Metamorphic Rock,,,Stone (courses of stone enclosed by bricks),Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masonry walls (courses of stone enclosed by bricks),Internal (DS/OUV),,"Marble works, marble revetment, pavements, architectural sculptures",Internal (DS/OUV),,Cloisonné / courses of stone enclosed by bricks,Internal (DS/OUV),,,,,,,,"Restoration of masonry, dome, and marble revetments/mosaics following earthquake damage (1881 earthquake at Nea Moni, 1999 earthquake at Daphni); early 20th-century Byzantinist interventions at Hosios Loukas",Internal (DS/OUV),,Good,,,Yes,
1720.0,The Historic Town and Archaeological Site of Gedi,Kenya,"Swahili coastal architecture (domestic, religious, civic, tombs, palace complex, grand mosque, sunken courts, city walls)",Internal (DS/OUV),,10th to 17th centuries (particularly 15th–17th centuries),Internal (DS/OUV),,Swahili Islamic Civilization,Internal (DS/OUV),,,Internal (DS/OUV),,Coral stone / Coral rag,Internal (DS/OUV),,Sedimentary Rock,,,,,,Coral rag,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,Kenya,Internal (DS/OUV),,Local (Building stones); Imported luxury items (Porcelain/Glass),Internal (DS/OUV),,,,,"Walls, domestic structures, mosques, tombs, palace complex, wells, water sumps",Internal (DS/OUV),,Mosques and tombs embellished with carvings and inset Chinese porcelain,Internal (DS/OUV),,Coral rag/stone laid with lime mortar and earth mortar,Internal (DS/OUV),,Vulnerable; affected by vegetation and potential fire risks,Internal (DS/OUV),,,,,Traditional building materials and methods respected during maintenance,Internal (DS/OUV),,Good,,,Yes,
857.0,"La Grand-Place, Brussels",Belgium,"Eclectic blending of Gothic, Renaissance, and Baroque styles",Internal (DS/OUV),,Earliest reference 12th century; major rebuilding late 17th century (post-1695 bombardment); restorations in 19th century,Internal (DS/OUV),,Western European / Brabant (Mercantile Northern Europe),Internal (DS/OUV),,,Internal (DS/OUV),,"Euville Stone, Calcareous Sandstone, Sandstone",Internal (DS/OUV),,Sedimentary Rock,,,Gobertange calcareous sandstone (Bruxellian),Internal (DS/OUV),,Gobertange stone / Bruxellian,Internal (DS/OUV),,"Calcareous sandstone, limestone",Internal (DS/OUV),,,,,,,,,,,,,,,,,Gobertange / Euville,Internal (DS/OUV),,Belgium (Gobertange) / France (Euville),Internal (DS/OUV),,Both (Local Gobertange sandstone & imported/regional Euville stone),Internal (DS/OUV),,,,,"Stone façades, foundations, paved square",Internal (DS/OUV),,"Sculpted ornaments, gables, pinnacles, statues",Internal (DS/OUV),,"Ashlar stone masonry, historicist restoration / reproduction",Internal (DS/OUV),,Erosion and atmospheric pollution,Internal (DS/OUV),,Gobertange calcareous sandstone and Euville stone used during 19th-century restorations,Internal (DS/OUV),,Major historicist restoration campaigns in late 19th century and ongoing regional heritage interventions,Internal (DS/OUV),,Excellent,,,Yes,
292.0,Cologne Cathedral,Germany,"Gothic, High Gothic, Romanesque",Internal (DS/OUV),,"Begun in 1248, completed in 1880 (with western section/nave/transept begun in 1330)",Internal (DS/OUV),,European Christianity,Internal (DS/OUV),,,Internal (DS/OUV),,Limestone,Internal (DS/OUV),,Sedimentary Rock,,,,,,,,,,,,,,,,,,Black (referring to the high altar limestone slab),Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,High altar slab (monolithic slab),Internal (DS/OUV),,Liturgical appointments / High altar slab,Internal (DS/OUV),,Medieval forms and techniques,Internal (DS/OUV),,,,,,,,"Maintenance, conservation, and restoration in the medieval tradition by Cathedral Workshop",,,Good,,,Yes,
821.0,Historic Centre of São Luís,Brazil,"skipped
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052.0,Tugendhat Villa in Brno,Czechia,skipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91.0,"Historic Centre of Rome, the Properties of the Holy See in that City Enjoying Extraterritorial Rights and San Paolo Fuori le Mura","Holy See,Italy",Skipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524.0,Buddhist Monuments at Sanchi,India,skipped; No stone mentioned!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567.0,Tiwanaku: Spiritual and Political Centre of the Tiwanaku Culture,Bolivia (Plurinational State of),"Civic-ceremonial centre, Temples, Pyramids, Monoliths, Palaces, Urban ceremonial capital",Internal (DS/OUV),,400 A.D. – 900 A.D. (flourished); apogee between 500 A.D. and 900 A.D.; declined 11th century to 12th century,Internal (DS/OUV),,Tiwanaku Culture / Pre-Inca Andean civilization,Internal (DS/OUV),,,Internal (DS/OUV),,"Sandstone, Red Sandstone, Andesite, Adobe (mud brick)",Internal (DS/OUV),,Sedimentary Rock,,,,,,,,,,,,,,,,,,Red (for Red Sandstone),Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,"Retaining walls (Akapana Pyramid clad in sandstone/andesite), pillars (Templete made of red sandstone), door frames/gateways (Gate of the Sun), steps, underground drainage canals",Internal (DS/OUV),,"Bas-relief frieze (Gate of the Sun depicting central deity and anthropomorphic birds), carved stone heads set into temple walls, carved monoliths",Internal (DS/OUV),,Impressive accurately carved ashlar stones; carved from single slabs (monolithic); polished stone materials,Internal (DS/OUV),,Adverse effect of climatic conditions,Internal (DS/OUV),,,,,"Systematic conservation, restoration, and physical stabilization measures required under the main plan (1999–2009)",Internal (DS/OUV),,Excellent,,,Yes,
400.0,"Budapest, including the Banks of the Danube, the Buda Castle Quarter and Andrássy Avenue",Hungary,"Eclectic, Gothic, Neo-Gothic, Renaissance, Neo-Renaissance, Baroque, Art Nouveau",Internal (DS/OUV),,"Roman era (Aquincum), Medieval (13th century / 1241–1242, King Bela IV), 14th century, 18th century, 19th century (1849, 1862, 1872–1885), 20th century (1893–1896, 1960–1980)",Internal (DS/OUV),,"Roman (Aquincum), Hungarian Monarchy, Austro-Hungarian Empire, Ottoman/Turkish Occupation period",Internal (DS/OUV),,,Internal (DS/OUV),,Limestone,Internal (DS/OUV),,Sedimentary Rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Castle/Spur foundations, Bridges, Embankments, Underground Railway, Fortifications (Citadel), Retaining Structures",Internal (DS/OUV),,"Decorative facade elements, Street furniture, Monuments, Architectural embellishments",Internal (DS/OUV),,,,,"Deterioration of limestone structures, Humidity affecting wooden roof structures, Metal structure corrosion, Air pollution, Climate change impacts (extreme water levels of the Danube)",Internal (DS/OUV),,,,,Partial reconstruction and restoration of the Buda Castle Quarter (1960–1980); authentic renovation of three Danube bridges; ongoing maintenance,,,Excellent,,,Yes,
1376.0,Historic Bridgetown and its Garrison,Barbados,"skipped; Site with no information
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942.0,The Historic Centre (Chorá) with the Monastery of Saint-John the Theologian and the Cave of the Apocalypse on the Island of Pátmos,Greece,"skipped, but promising",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545.0,"Kremlin and Red Square, Moscow",Russian Federation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005.0,Major Town Houses of the Architect Victor Horta (Brussels),Belgium,skipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707.0,"Historic Ensemble of the Potala Palace, Lhasa",China,skipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987.0,Roman Walls of Lugo,Spain,Roman military fortification / Late imperial defensive walls,Internal (DS/OUV),,3rd and 4th centuries AD (later part of the 3rd century),Internal (DS/OUV),,Western Roman Empire / Roman,Internal (DS/OUV),,,Internal (DS/OUV),,"Slate, Granite",Internal (DS/OUV),,Metamorphic Rock,Internal (DS/OUV),,Conglomerate (slate slabs & worked stone pieces from Roman buildings),Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Local materials (""use of local materials such as slate, granite..."")",Internal (DS/OUV),,,,,Internal and external facings (slate with some granite); core filling (conglomerate of slate slabs and worked stone pieces),Internal (DS/OUV),,,,,Interlocked with lime mortar; core filling of conglomerate of slate slabs and worked stone pieces re-used from Roman buildings,Internal (DS/OUV),,Minor pressures from relative humidity and water (noted as under control),Internal (DS/OUV),,Re-used worked stone pieces from earlier Roman buildings,Internal (DS/OUV),,"Renovation, rehabilitation, and maintenance interventions carried out under the ""Advance Integral Plan for the Conservation and Restoration of the Walls of Lugo""",Internal (DS/OUV),,Excellent,,,Yes,
392.0,Temple of Apollo Epicurius at Bassae,Greece,Columned Temple / Sanctuary,Internal (DS/OUV),,Second half of the 5th century BC (420–400 BC),Internal (DS/OUV),,Ancient Greek / Classical Greek Civilization,Internal (DS/OUV),,,Internal (DS/OUV),,Limestone,Internal (DS/OUV),,Sedimentary Rock,,,,,,Local limestone,Internal (DS/OUV),,,,,,,,,,,Grey (Arcadian mountain limestone),Internal (DS/OUV),,,,,,,,Local quarries (surrounding Arkadian mountains),Internal (DS/OUV),,Greece,Internal (DS/OUV),,Local,Internal (DS/OUV),,,,,"Colonnade (Doric outer columns), Cella, Adyton, Columns (Ionic and Corinthian)",Internal (DS/OUV),,"Sculptured frieze, Corinthian capital",Internal (DS/OUV),,Classical Greek dry masonry (Archaic/Doric blend),Internal (DS/OUV),,"Deterioration from extreme weather, temperature variations, strong wind, water, and seismic activity",Internal (DS/OUV),,Local limestone (matching the original material used in the monument),Internal (DS/OUV),,"Systemic restoration ongoing since 2001; installation of a protective shelter, anti-seismic netting, and drainage system",Internal (DS/OUV),,Excellent,,,Yes,
540.0,Historic Centre of Saint Petersburg and Related Groups of Monuments,Russian Federation,"Baroque, Pure Neoclassical, Architectural",Internal (DS/OUV),,18th Century (Begun in 1703 under Peter the Great; continuous major development through the 18th and 19th centuries),Internal (DS/OUV),,Russian / Russian-European,Internal (DS/OUV),,,Internal (DS/OUV),,Marble,Internal (DS/OUV),,Metamorphic Rock,Internal (DS/OUV),,Peat (Mentioned in geological/terrain context as peat bogs),,,,,,"Marble, Peat",Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Architectural styles in stone and marble for capital structures, fortresses, bases, palaces",Internal (DS/OUV),,"Palaces (Winter Palace, Marble Palace), convents, imperial residences, monuments",Internal (DS/OUV),,Built using authentic techniques and historical restoration materials,Internal (DS/OUV),,"Impacts of traffic, air pollution, and relative humidity",Internal (DS/OUV),,,,,High quality of restoration and reconstruction efforts accomplished on the basis of historical documents using authentic techniques and materials,Internal (DS/OUV),,Excellent,,,Yes,
1570.0,"Kakatiya Rudreshwara (Ramappa) Temple, Telangana",India,"Main Shiva temple in a walled temple complex with smaller temples and Mandapa structures; Kakatiyan style featuring sandbox foundations and light-weight porous ""floating bricks""",Internal (DS/OUV),,Kakatiya Period (1123–1323 CE); temple construction began in 1213 CE and continued for ~40 years under rulers Rudradeva and Recharla Rudra,Internal (DS/OUV),,Kakatiya Dynasty,Internal (DS/OUV),,,Internal (DS/OUV),,"Sandstone, ",Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,"Granite, Dolerite, Light-weight porous bricks (""floating bricks"") and sand (used in sandbox foundation)",Internal (DS/OUV),,,,,"Fine-grained, hard dolerite (chiseled to metallic polish); Sandstone; Granite",Internal (DS/OUV),,,,,,,,,,,Hard dolerite with a fine lustre / metallic finish; porous lightweight bricks,Internal (DS/OUV),,,,,,,,India,Internal (DS/OUV),,Local (Erected using five types of local materials),Internal (DS/OUV),,,,,"Sandstone: Main temple structure and walls


Granite: Columns and beams


Sand: Sandbox foundation


Porous Clay Bricks: Lightweight pyramidal Vimana (horizontally stepped tower)",Internal (DS/OUV),,"Dolerite: Carved bracket figures, sculptures, and detailed relief carvings with intact lustre",Internal (DS/OUV),,Sandbox foundation technology; mortise-and-tenon or interlocking stone joinery; anastylosis (planned/applied for Kameshwara temple),Internal (DS/OUV),,,,,Remanufactured lightweight floating bricks (reconstructed after studies to match 13th-century techniques),Internal (DS/OUV),,Well-preserved; highly intact visual and structural integrity; protected from natural disasters due to innovative earthquake-resistant construction techniques,Internal (DS/OUV),,Excellent,Internal (DS/OUV),,Yes,
313.0,Historic Centre of Cordoba,Spain,"skipped
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822.0,Historic Centre (Old Town) of Tallinn,Estonia,"Medieval northern European trading city, public and burgher buildings, churches, fortifications, domestic merchant architecture",Internal (DS/OUV),,13th to 16th centuries (with 17th–20th century additions),Internal (DS/OUV),,"Teutonic Order, Hanseatic League",Internal (DS/OUV),,,Internal (DS/OUV),,Limestone (explicitly mentioned forming the high hill of Toompea),Internal (DS/OUV),,Sedimentary Rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Local (Upper town constructed on local limestone hill),Internal (DS/OUV),,,,,"Castle, Cathedral, Town Wall, Fortifications, Urban Foundation",,,,,,,,,Fire and war ravages (historical structural risks),Internal (DS/OUV),,,,,"Historical residential refurbishment, maintenance of wooden quarters",Internal (DS/OUV),,Excellent,,,Yes,
890.0,Historic Centre of the Town of Diamantina,Brazil,"Baroque architecture, Portuguese-inspired architectural patterns, wood architecture, semi-detached houses (1 or 2 floors), churches with single towers",Internal (DS/OUV),,18th and 19th century,Internal (DS/OUV),,Portuguese explorers / colonial prospectors & Portuguese Crown in an American context,Internal (DS/OUV),,,Internal (DS/OUV),,Flagstone,Internal (DS/OUV),,,,,Diamond,,,,,,,,,,,,Cristais Mountains,Internal (DS/OUV),,"Grey (flagstone paving), white ground with bright colours (semi-detached houses)",Internal (DS/OUV),,,,,,,,,,,,,,Local (rocky mountains/hillsides surrounding the city),Internal (DS/OUV),,,,,"Wood (Baroque architecture, semi-detached houses), Church foundations and towers",Internal (DS/OUV),,"Geometric facades, detailed wood architecture",Internal (DS/OUV),,"Flagstone paving (streets), continuous scaled structures on uneven terrain",Internal (DS/OUV),,,,,,,,Recovery of essential public and private historical landmark spaces and buildings via the Monumenta Program,Internal (DS/OUV),,Good,,,Yes,
