Site ID,Site Name,Country,Architecture Type,Architecture Type_Ref,Architecture Type_Ext,Construction Period,Construction Period_Ref,Construction Period_Ext,Civilization,Civilization_Ref,Civilization_Ext,UNESCO Criteria,UNESCO Criteria_Ref,UNESCO Criteria_Ext,Mentioned Major Stone(s),Exploded Major Stone,Standardized Stone Name,Rock Class,Mentioned Major Stone(s)_Ref,Mentioned Major Stone(s)_Ext,Rock Class_Ref,Rock Class_Ext,Secondary Stone,Secondary Stone_Ref,Secondary Stone_Ext,Local Stone Name,Local Stone Name_Ref,Local Stone Name_Ext,Lithology,Lithology_Ref,Lithology_Ext,Geological Age,Geological Age_Ref,Geological Age_Ext,Formation,Formation_Ref,Formation_Ext,Colour,Colour_Ref,Colour_Ext,Texture,Texture_Ref,Texture_Ext,Minerals,Minerals_Ref,Minerals_Ext,Quarry,Quarry_Ref,Quarry_Ext,Quarry Country,Quarry Country_Ref,Quarry Country_Ext,Local vs Imported,Local vs Imported_Ref,Local vs Imported_Ext,Transport Distance,Transport Distance_Ref,Transport Distance_Ext,Structural Use,Structural Use_Ref,Structural Use_Ext,Decorative Use,Decorative Use_Ref,Decorative Use_Ext,Masonry Technique,Masonry Technique_Ref,Masonry Technique_Ext,Weathering,Weathering_Ref,Weathering_Ext,Replacement Stone,Replacement Stone_Ref,Replacement Stone_Ext,Restoration,Restoration_Ref,Restoration_Ext,Condition,Condition_Ref,Condition_Ext,UNESCO Mention,Other references,flag_extracted,Stone_Potential_Flag,Potential_Tier_Description,Index
1211,Genoa: <i>Le Strade Nuove</i> and the system of the<i> Palazzi dei Rolli</i>,Italy,Renaissance and Baroque palaces; nan,Internal (DS/OUV),,Late 16th and early 17th centuries (Siglo de los Genoveses: 1563–1640),Internal (DS/OUV),,Republic of Genoa / Genoese,Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,Marble,Marble,Marble,Metamorphic,Internal (DS/OUV),,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pillars,Internal (DS/OUV),,"Marble terraces, Stuccos, Frescoes",Internal (DS/OUV),,,,,,,,,,,Façades and interiors restored; damaged upper story of one palace rebuilt post-war,Internal (DS/OUV),,Good,Internal (DS/OUV),,Yes,,,,Tier 9: Unflagged,
183,Archaeological Site of Leptis Magna,Libya,"Architectural, Building, Monument, Monumental, Neo-Classical, Structure; nan",Internal (DS/OUV),,Phoenicians (7th century BCE); Roman Empire expansion; Severan emperors (3rd century CE),Internal (DS/OUV),,"Phoenician, Punic, Roman, Greek, Hellenistic",Internal (DS/OUV),,"(i) to represent a masterpiece of human creative genius; | (ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;",Internal (DS/OUV),,Marble,Marble,Marble,Metamorphic,Internal (DS/OUV),,,,,,,,,,Marble,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,Imported / Aegean influence (* Aegean craftsmanship noted on marble decorations *),Internal (DS/OUV),,,,,"Amphitheatre, Arch, Basilica, Bath, Capital, Gate, Pillar, Temple, Theatre",Internal (DS/OUV),,Marble decorations on pillars in the Severan Basilica and on the Arch of Severus,Internal (DS/OUV),,,,,Covered by wind-blown sand from interior (protected for 800 years); vegetal encroachment (needs monitoring),Internal (DS/OUV),,,,,"Consolidation, restoration, maintenance, and minor reconstruction carried out in the first half of the 20th century",Internal (DS/OUV),,Excellent,Internal (DS/OUV),,Yes,,,,Tier 9: Unflagged,
194,Timgad,Algeria,"Roman town planning / Roman military colony / Defensive system, public conveniences, spectacles, religious complex; nan",Internal (DS/OUV),,Founded 100 A.D. (Trajan period); expansions in Severan period; modifications in Byzantine period (539 A.D.),Internal (DS/OUV),,Roman / Byzantine,Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,"Limestone, Marble",Marble,Marble,Metamorphic,Internal (DS/OUV),,Internal (DS/OUV),,,,,Local (Inferred for limestone); Precious marbles absent (mosaics used to offset absence),Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entire buildings constructed of stone; streets paved with large rectangular limestone slabs; reused blocks in Byzantine fortress,Internal (DS/OUV),,Sumptuous mosaics (offsetting absence of precious marbles),Internal (DS/OUV),,Orthogonal block / Ashlar / Reused Roman blocks in later Byzantine fortification,Internal (DS/OUV),,"Fragile structures affected by climbing, trampling, graffiti, and vehicle pressure during annual cultural festivals",Internal (DS/OUV),,,,,Reused blocks removed from Roman monuments for Byzantine fortress (539 AD); restoration along with ongoing excavations (1881–1960),Internal (DS/OUV),,Excellent,Internal (DS/OUV),,Yes,,,,Tier 9: Unflagged,
933,The Loire Valley between Sully-sur-Loire and Chalonnes,France,"Châteaux, Benedictine abbeys, medieval fortresses, country houses, troglodyte dwellings, bridges, dyke systems, ogival and Romanesque churches; nan",Internal (DS/OUV),,"Gallo-Roman times to 19th century (specifically Middle Ages, Renaissance, 15th–16th centuries)",Internal (DS/OUV),,"Gallo-Roman, Medieval French, Renaissance Western European",Internal (DS/OUV),,"(i) to represent a masterpiece of human creative genius; | (ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,Tufa and Slate,Slate,Slate,Metamorphic,Internal (DS/OUV),,,,,,,Tufa (Tuffeau),Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,Troglodyte sites (extracted local troglodyte cavities/quarries),Internal (DS/OUV),,France,Internal (DS/OUV),,Local,,,,,,"Building walls of châteaux, fortresses, abbeys, urban dwellings, ports, dyke systems",Internal (DS/OUV),,Architectural embellishments and Renaissance country house features,Internal (DS/OUV),,"Stonework (dykes/ports), troglodyte excavation, dressed stone masonry",Internal (DS/OUV),,,,,,,,"Regular maintenance, ongoing conservation works under Heritage Code",Internal (DS/OUV),,Excellent,,,Yes,,,,Tier 9: Unflagged,
530,Delos,Greece,"Architectural, Architecture, Building, Byzantine, Construction, Monument, Monumental, Ottoman, Plan; nan",Internal (DS/OUV),,3rd millennium B.C. to Palaeo-Christian era (Hellenistic & Greco-Roman period peak),Internal (DS/OUV),,"Cycladic, Archaic, Classical, Hellenistic, Greco-Roman, Byzantine, Ottoman",Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",Internal (DS/OUV),,Marble,Marble,Marble,Metamorphic,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,Naxian (Inferred from Naxian Lions made of local/regional marble),Internal (DS/OUV),,,,,"Local & Regional (e.g., Naxos/Cycladic islands)",Internal (DS/OUV),,,,,"Columns, Temple Structures, Houses, Public Buildings, Refectory, Sanctuary",Internal (DS/OUV),,"Sculptures (e.g., Naxian Lions), Frescoes, Mosaic Floors",Internal (DS/OUV),,"Ruins/Dry Masonry, Lime Burning (historical destruction)",Internal (DS/OUV),,Damage by strong north winds and high salinity/sea proximity,Internal (DS/OUV),,"Exact replicas used for fragile sculptures (e.g., Naxian Lions moved indoors)",Internal (DS/OUV),,"Discrete, compatible, and reversible methods following international standards",Internal (DS/OUV),,Good,,,Yes,,,,Tier 9: Unflagged,
836,Archaeological Site of Volubilis,Morocco,"Fortified municipium, urban hypodamian system, terraced plan; nan",Internal (DS/OUV),,3rd century B.C. to Islamic period (10 centuries of occupation); Rampart built in 168–169 AD,Internal (DS/OUV),,"Libyco-Berber, Mauritanian, Roman, Christian, Arab-Islamic (Idrisid)",Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",Internal (DS/OUV),,Marble,Marble,Marble,Metamorphic,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ramparts, buildings, triumphal arch, tombs",Internal (DS/OUV),,"Statuary (marble and bronze), mosaics, capitals",Internal (DS/OUV),,,,,Damage by north wind (fragile marble sculptures affected),Internal (DS/OUV),,Damage by north wind (fragile marble sculptures affected),Internal (DS/OUV),,Long-term conservation and restoration programmes under Ministry of Culture Action Plan,Internal (DS/OUV),,Excellent,Internal (DS/OUV),,Yes,,,,Tier 9: Unflagged,
664,Archaeological Ensemble of Mérida,Spain,"Classical, Roman, Visigoth, Paleo-Christian, Muslim, Romanesque, Gothic, Baroque; nan",Internal (DS/OUV),,"Founded 25 B.C.; modified across Visigoth, Muslim, Medieval, 17th Century, and 20th Century eras",Internal (DS/OUV),,"Roman, Suebi, Visigoth, Muslim (Al-Andalus)",Internal (DS/OUV),,"(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;",Internal (DS/OUV),,Marble,Marble,Marble,Metamorphic,Internal (DS/OUV),,Internal (DS/OUV),,,,,Roman Marble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bridges, aqueducts, amphitheatre, theatre, temples, fortress, arch, dams, sewers, walls",Internal (DS/OUV),,"Obelisk of Santa Eulalia, small temple, altars",Internal (DS/OUV),,"Anastylosis (reconstruction of stage front), consolidation",Internal (DS/OUV),,,,,,,,Anastylosis criteria used for theatre stage front; consolidation works performed; block stands and vaults of Amphitheatre restored,Internal (DS/OUV),,Excellent,,,Yes,,,,Tier 9: Unflagged,
1066,Upper Middle Rhine Valley,Germany,"Building, Monument, Plan, Structure, Traditional; Castle, Fort, Fortress, Gate, Terrace; nan",Internal (DS/OUV),,"Over 2,000 years (fortresses/castles erected over ~1,000 years)",Internal (DS/OUV),,Western European / Roman & Medieval Germanic settlements,Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;",Internal (DS/OUV),,"Slate, Sandstone",Slate,Slate,Metamorphic,Internal (DS/OUV),,Internal (DS/OUV),,Clay-slates,Internal (DS/OUV),,,,,"Clay-slates, hard sandstone, slate",Internal (DS/OUV),,,,,Rhenish Slate Mountains,Internal (DS/OUV),,,,,,,,,,,,,,,,,Local (River cut through regional Rhenish Slate formations),Internal (DS/OUV),,,,,"Castles, fortresses, town walls, vineyard terracing, building construction",Internal (DS/OUV),,,,,"Terracing, hillside fortification masonry",Internal (DS/OUV),,,,,,,,19th-century Romantic movement restorations/reconstructions,Internal (DS/OUV),,Good,,,No,,,,Tier 9: Unflagged,
1633,The Slate Landscape of Northwest Wales,United Kingdom of Great Britain and Northern Ireland,"Architectural, Vernacular, Industrial, Traditional, Monumental, Georgian; nan",Internal (DS/OUV),,Industrial Revolution (1780–1914) / 1780 to 1940,Internal (DS/OUV),,Industrial Revolution British / Welsh,Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,"Roofing Slate, Slate, Slate Slabs",Roofing Slate,Slate,Metamorphic,Internal (DS/OUV),,,,,,,Welsh Slate,,,Slate,Internal (DS/OUV),,,,,Snowdonia / North Wales Slate Belt Formations,Internal (DS/OUV),,"Purple, Blue, Grey, Green",Internal (DS/OUV),,"Fine-grained, Foliated / Cleaved",Internal (DS/OUV),,"Quartz, Illite, Sericite, Chlorite",Internal (DS/OUV),,"Penrhyn Quarry, Dinorwig Quarry, Oakeley Quarry, Llechwedd Quarry, Ffestiniog Quarries (among six component areas)",Internal (DS/OUV),,United Kingdom of Great Britain and Northern Ireland,Internal (DS/OUV),,Local,Internal (DS/OUV),,"Local to regional transport via narrow-gauge railways to coastal export ports (e.g., Porthmadog, Port Penrhyn); transcontinental export worldwide.",Internal (DS/OUV),,"Roofing slates, architectural slabs, building walls, terraced housing, industrial buildings, chapels, schools, country houses",Internal (DS/OUV),,"Architectural slabs, interior fittings, hearths, gravestones",Internal (DS/OUV),,"Traditional drystone masonry, split slate block masonry, sawn slab construction",Internal (DS/OUV),,Highly durable and resistant to weathering; minor physical weathering on exposed tips/relict workings,Internal (DS/OUV),,Local Welsh Slate from remaining active quarries outside property boundaries,Internal (DS/OUV),,"Managed under statutory protections (Ancient Monuments Act 1979, Listed Buildings Act 1990) preserving relict industrial landscapes",Internal (DS/OUV),,Excellent,Internal (DS/OUV),,Yes,,,,Tier 9: Unflagged,
1633,The Slate Landscape of Northwest Wales,United Kingdom of Great Britain and Northern Ireland,"Architectural, Vernacular, Industrial, Traditional, Monumental, Georgian; nan",Internal (DS/OUV),,Industrial Revolution (1780–1914) / 1780 to 1940,Internal (DS/OUV),,Industrial Revolution British / Welsh,Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,"Roofing Slate, Slate, Slate Slabs",Slate,Slate,Metamorphic,Internal (DS/OUV),,,,,,,Welsh Slate,,,Slate,Internal (DS/OUV),,,,,Snowdonia / North Wales Slate Belt Formations,Internal (DS/OUV),,"Purple, Blue, Grey, Green",Internal (DS/OUV),,"Fine-grained, Foliated / Cleaved",Internal (DS/OUV),,"Quartz, Illite, Sericite, Chlorite",Internal (DS/OUV),,"Penrhyn Quarry, Dinorwig Quarry, Oakeley Quarry, Llechwedd Quarry, Ffestiniog Quarries (among six component areas)",Internal (DS/OUV),,United Kingdom of Great Britain and Northern Ireland,Internal (DS/OUV),,Local,Internal (DS/OUV),,"Local to regional transport via narrow-gauge railways to coastal export ports (e.g., Porthmadog, Port Penrhyn); transcontinental export worldwide.",Internal (DS/OUV),,"Roofing slates, architectural slabs, building walls, terraced housing, industrial buildings, chapels, schools, country houses",Internal (DS/OUV),,"Architectural slabs, interior fittings, hearths, gravestones",Internal (DS/OUV),,"Traditional drystone masonry, split slate block masonry, sawn slab construction",Internal (DS/OUV),,Highly durable and resistant to weathering; minor physical weathering on exposed tips/relict workings,Internal (DS/OUV),,Local Welsh Slate from remaining active quarries outside property boundaries,Internal (DS/OUV),,"Managed under statutory protections (Ancient Monuments Act 1979, Listed Buildings Act 1990) preserving relict industrial landscapes",Internal (DS/OUV),,Excellent,Internal (DS/OUV),,Yes,,,,Tier 9: Unflagged,
1633,The Slate Landscape of Northwest Wales,United Kingdom of Great Britain and Northern Ireland,"Architectural, Vernacular, Industrial, Traditional, Monumental, Georgian; nan",Internal (DS/OUV),,Industrial Revolution (1780–1914) / 1780 to 1940,Internal (DS/OUV),,Industrial Revolution British / Welsh,Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,"Roofing Slate, Slate, Slate Slabs",Slate Slabs,Slate,Metamorphic,Internal (DS/OUV),,,,,,,Welsh Slate,,,Slate,Internal (DS/OUV),,,,,Snowdonia / North Wales Slate Belt Formations,Internal (DS/OUV),,"Purple, Blue, Grey, Green",Internal (DS/OUV),,"Fine-grained, Foliated / Cleaved",Internal (DS/OUV),,"Quartz, Illite, Sericite, Chlorite",Internal (DS/OUV),,"Penrhyn Quarry, Dinorwig Quarry, Oakeley Quarry, Llechwedd Quarry, Ffestiniog Quarries (among six component areas)",Internal (DS/OUV),,United Kingdom of Great Britain and Northern Ireland,Internal (DS/OUV),,Local,Internal (DS/OUV),,"Local to regional transport via narrow-gauge railways to coastal export ports (e.g., Porthmadog, Port Penrhyn); transcontinental export worldwide.",Internal (DS/OUV),,"Roofing slates, architectural slabs, building walls, terraced housing, industrial buildings, chapels, schools, country houses",Internal (DS/OUV),,"Architectural slabs, interior fittings, hearths, gravestones",Internal (DS/OUV),,"Traditional drystone masonry, split slate block masonry, sawn slab construction",Internal (DS/OUV),,Highly durable and resistant to weathering; minor physical weathering on exposed tips/relict workings,Internal (DS/OUV),,Local Welsh Slate from remaining active quarries outside property boundaries,Internal (DS/OUV),,"Managed under statutory protections (Ancient Monuments Act 1979, Listed Buildings Act 1990) preserving relict industrial landscapes",Internal (DS/OUV),,Excellent,Internal (DS/OUV),,Yes,,,,Tier 9: Unflagged,
875,Archaeological Ensemble of Tarraco,Spain,Roman / Romanesque; nan,Internal (DS/OUV),,Republican period (3rd century BCE) to Early Christian Era,Internal (DS/OUV),,Roman,Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;",Internal (DS/OUV),,Marble,Marble,Marble,Metamorphic,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,Mèdol quarry,Internal (DS/OUV),,spain,Internal (DS/OUV),,Both (Local quarry mentioned alongside imported marbles/materials from Rome),Internal (DS/OUV),,,,,"Building blocks, defensive walls, terraces, foundations",Internal (DS/OUV),,"Sculptural and architectural decoration, marbles",Internal (DS/OUV),,,,,,Internal (DS/OUV),,,,,,,,Good,,,Yes,,,,Tier 9: Unflagged,
398,Castel del Monte,Italy,"Medieval military architecture (a blend of classical antiquity, Islamic Orient, and north European Cistercian Gothic).; nan",Internal (DS/OUV),,Completed in 1240 (13th century).,Internal (DS/OUV),,Holy Roman Empire / Germanic Emperor (Emperor Frederick II of Hohenstaufen).,Internal (DS/OUV),,"(i) to represent a masterpiece of human creative genius; | (ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;",Internal (DS/OUV),,"Limestone, Marble.",Marble.,Marble,Metamorphic,Internal (DS/OUV),,Internal (DS/OUV),,Mosaic interior decorative elements (materials decayed/removed).,Internal (DS/OUV),,,,,"Limestone (exterior blocks), Marble (interior elements).",Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Exterior block construction (limestone), octagonal towers, walls, octagonal plan.",Internal (DS/OUV),,"Interior decorative elements, floorings/walls (marble and mosaic).",Internal (DS/OUV),,Exterior limestone block masonry construction.,Internal (DS/OUV),,Degradation and removal/decay of interior marble and mosaic decorations.,Internal (DS/OUV),,,,,Good quality conservation work consistent with Italian standards carried out since 1878.,Internal (DS/OUV),,Good,,,Yes,,,,Tier 9: Unflagged,
1021,Tsodilo,Botswana,"Monument, Plan, Traditional; Rock Art; cave paintings; nan",Internal (DS/OUV),,"Over 100,000 years (spanning from the Stone Age to the 19th century)",,,Hambukushu and San communities,Internal (DS/OUV),,"(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",Internal (DS/OUV),,quartzite,quartzite,Quartzite,Metamorphic,,,,,,,,,,,,,,,,,Massive quartzite rock formations rising from ancient sand dunes,Internal (DS/OUV),,,,,,,,,,,,,,,,,Local (Natural outcrops of the Kalahari Desert),Internal (DS/OUV),,,,,Natural rock shelters and caves providing habitation/shelter,Internal (DS/OUV),,"Canvas/substrate for over 4,500 rock paintings",Internal (DS/OUV),,,,,High degree of resistance to erosion due to quartzitic rock,Internal (DS/OUV),,,,,Limited to preventive strategies without altering the art and its substrate,Internal (DS/OUV),,Excellent,,,Yes,,,,Tier 9: Unflagged,
1145,Petroglyphs of the Archaeological Landscape of Tanbaly,Kazakhstan,"Petroglyphs, stone enclosures (boxes and cists), mounds (kurgans) of stone and earth, altars, tombs, gallery; nan",Internal (DS/OUV),,Second half of the second millennium BC to the early 20th century (Bronze Age to Early Iron Age and onwards),Internal (DS/OUV),,Pastoral peoples of the central Asian steppes,Internal (DS/OUV),,(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,Internal (DS/OUV),,"shale/slate (maybe) ""Shiny black stones"", bedrock, rock massifs","shale/slate (maybe) ""Shiny black stones""",Slate,Metamorphic,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,"Shiny black, bluish black (Bronze/Early Iron Age carvings), light grey (latest carvings)",Internal (DS/OUV),,,,,,,,,,,,,,Local (in-situ natural landscape / unsheltered rock faces),Internal (DS/OUV),,,,,Stone enclosures with boxes and cists; mounds of stone and earth,Internal (DS/OUV),,Rock carvings (Petroglyphs) / Rock art,Internal (DS/OUV),,Picketing technique with stone or metal tools,Internal (DS/OUV),,Vulnerable to exfoliation due to water ingress and stratification of the bedrock parallel to the surface; exacerbated by extreme daily/seasonal temperature variations,Internal (DS/OUV),,,,,,,,Excellent,,,Yes,,,,Tier 9: Unflagged,
